track_id,track_name,track_artist,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,Lyrics
0qaWEvPkts34WF68r8Dzx9,Turn Me On (feat. Vula),Riton,86,7mtnp7B5yFt3D3PAznGzc8,Turn Me On (feat. Vula),2019-09-13,Dance Pop,37i9dQZF1DWZQaaqNMbbXa,pop,dance pop,0.737,0.828,11,-4.711,1,0.0396,0.0149,0.000583,0.0862,0.517,124.052,208474,"Dr Love

Living life all wrong
'Cause I thought I knew what love was
But my heart it was made of stone
I was out there seeking after hours
For money, looks and power
But all that glows ain't always gold

And just give me some love
'Cause I'm running out of that feeling
Doctor prescribe me that drug
'Cause I need some more of your healing

Baby turn me on, turn me on (healing)
Baby turn me on, turn me on (healing)
Baby turn me on, turn me on (healing)
You know just what I'm needing

Dr Love
Dr Love
Dr Love
Dr Love

Living life in darkness
This fight is full of nonsense
Tryna navigate through my mistakes
But ever since I met someone who taught me
That love is like a party
I can never dim the lights again

And just give me some love
'Cause I'm running out of that feeling
Doctor prescribe me that drug
'Cause I need some more of your healing

Baby turn me on, turn me on (healing)
Baby turn me on, turn me on (healing)
Baby turn me on, turn me on (healing)
You know just what I'm needing

Dr Love
Dr Love
Dr Love

And just give me some love
'Cause I'm running out of that feeling
Doctor prescribe me that drug
'Cause I need some more of your healing

Baby turn me on, turn me on (healing)
Baby turn me on, turn me on (healing)
Baby turn me on, turn me on (healing)
You know just what I'm needing

Dr Love
Dr Love
Dr Love
Dr Love, you know just what I'm needing
Dr Love"
6jq6rcOikCZAmjliAgAmfT,Light,San Holo,68,4k2ygY7kW4n1eVtR2i0F0H,Light,2017-02-10,Dance Pop,37i9dQZF1DWZQaaqNMbbXa,pop,dance pop,0.57,0.763,1,-4.137,1,0.0573,0.0857,0.00000249,0.0932,0.43,150.088,239853,"I just wanna see
I just wanna see the light
I just wanna see
I just wanna see the light
I just wanna see
I just wanna see the light
I just wanna see the light
Even if it makes me blind
I just wanna see the light
Breathe in, leave it all behind
I just wanna see the light
Even if it makes me blind
I just wanna see the light
Breathe in, leave it all behind
I just wanna see the light
I just wanna see the light
I just wanna see the light
I just wanna see the light
I just wanna see the light
Light, light, light, light, light, light, light, light
I just wanna see the light
I just wanna see the light
Even if it makes me blind
I just wanna see the light
Breathe in, leave it all behind
I just wanna see the light
Even if it makes me blind
I just wanna see the light
Breathe in, leave it all behind
I just wanna see the light
Even if it makes me blind
I just wanna see the light
Breathe in, leave it all behind
I just wanna see the light
I just wanna see the light
I just wanna see the light
I just wanna see the light
I just wanna see the light
Light, light, light, light, light, light, light, light
I just wanna see the light
I just wanna see the light
I just wanna see
I just wanna see the light
I just wanna see
I just wanna see the light
I just wanna see
I just wanna see the light
I just wanna see the light
I just wanna see the light
Even if it makes me blind (blind, blind, blind, blind)
Even if it makes me blind
(Blind, blind, blind, blind, blind, blind, blind)"
762UXiwEHYY97VL45sAUPR,2U,David Guetta,66,0EYVu7ginQ5nPsQj3woBAQ,2U,2017-06-09,Dance Pop,37i9dQZF1DWZQaaqNMbbXa,pop,dance pop,0.551,0.651,8,-5.828,0,0.0594,0.225,0,0.224,0.562,144.875,194907,"No limit in the sky
That I won't fly for ya (for ya, for ya, for ya)
No amount of tears in my eyes
That I won't cry for ya (for ya), oh no
With every breath that I take
I want you to share that air with me
There's no promise that I won't keep
I'll climb a mountain, there's none too steep
When it comes to you
There's no crime
Let's take both of our souls
And intertwine
When it comes to you
Don't be blind
Watch me speak from my heart
When it comes to you
Comes to you
Want you to share that
(When it comes to you)
Cupid ain't a lie
Arrow got your name on it, oh yeah
Don't miss out on a love
And regret yourself on it, oh (oh, oh)
Open up your mind, clear your head
Ain't gotta wake up to an empty bed
Share my life, it's yours to keep
Now that I give to you all of me, oh
When it comes to you
There's no crime
Let's take both of our souls
And intertwine
When it comes to you
Don't be blind
Watch me speak from my heart
When it comes to you
Comes to you
Want you to share that
(Share) When it comes to you
Want you to share that
When it comes to you (to you)
There's no crime
Let's take both of our souls
And intertwine
When it comes to you
Don't be blind
Watch me speak from my heart
When it comes to you
Comes to you (you, you, you, you, you, you, you, you)
"
6RUKPb4LETWmmr3iAEQktW,Something Just Like This,The Chainsmokers,83,4JPguzRps3kuWDD5GS6oXr,Memories...Do Not Open,2017-04-07,Dance Pop,37i9dQZF1DWZQaaqNMbbXa,pop,dance pop,0.617,0.635,11,-6.769,0,0.0317,0.0498,0.0000144,0.164,0.446,103.019,247160,"I've been reading books of old
The legends and the myths
Achilles and his gold
Hercules and his gifts
Spider-Man's control
And Batman with his fists
And clearly I don't see myself upon that list
But she said, where'd you wanna go?
How much you wanna risk?
I'm not lookin' for somebody
With some superhuman gifts
Some superhero
Some fairy-tale bliss
Just something I can turn to
Somebody I can kiss
I want something just like this
Doo-doo-doo, doo-doo-doo
Doo-doo-doo, doo-doo
Doo-doo-doo, doo-doo-doo
Oh, I want something just like this
Doo-doo-doo, doo-doo-doo
Doo-doo-doo, doo-doo
Doo-doo-doo, doo-doo-doo
Oh, I want something just like this
I want something just like this
I've been reading books of old
The legends and the myths
The testaments they told
The moon and its eclipse
And Superman unrolls
A suit before he lifts
But I'm not the kind of person that it fits
She said, where'd you wanna go?
How much you wanna risk?
I'm not lookin' for somebody
With some superhuman gifts
Some superhero
Some fairy-tale bliss
Just something I can turn to
Somebody I can miss
I want something just like this
I want something just like this
Oh, I want something just like this
Doo-doo-doo, doo-doo-doo
Doo-doo-doo, doo-doo
Doo-doo-doo, doo-doo-doo
Oh, I want something just like this
Doo-doo-doo, doo-doo-doo
Doo-doo-doo, doo-doo
Doo-doo-doo, doo-doo-doo
Where'd you wanna go?
How much you wanna risk?
I'm not lookin' for somebody
With some superhuman gifts
Some superhero
Some fairy-tale bliss
Just something I can turn to
Somebody I can kiss
I want something just like this
Oh, I want something just like this
Oh, I want something just like this
Oh, I want something just like this
"
7ef4DlsgrMEH11cDZd32M6,One Kiss (with Dua Lipa),Calvin Harris,85,7GEzhoTiqcPYkOprWQu581,One Kiss (with Dua Lipa),2018-04-06,Dance Pop,37i9dQZF1DWZQaaqNMbbXa,pop,dance pop,0.791,0.862,9,-3.24,0,0.11,0.037,0.0000219,0.0814,0.592,123.994,214847,"One kiss is all it takes
Fallin' in love with me
Possibilities
I look like all you need
Let me take the night, I love real easy
And I know that you'll still wanna see me
On the Sunday morning, music real loud
Let me love you while the moon is still out
Something in you, lit up heaven in me
The feeling won't let me sleep
'Cause I'm lost in the way you move, the way you feel
One kiss is all it takes
Fallin' in love with me
Possibilities
I look like all you need
One kiss is all it takes
Fallin' in love with me
Possibilities
I look like all you need
One
One
One
One
I just wanna feel your skin on mine
Feel your eyes do the exploring
Passion in the message when you smile
Take my time
Something in you lit up heaven in me
The feeling won't let me sleep
'Cause I'm lost in the way you move, the way you feel
One kiss is all it takes
Fallin' in love with me
Possibilities
I look like all you need
One kiss is all it takes
Fallin' in love with me
Possibilities
I look like all you need
One
One
One
One
See a wonderland in your eyes
Might need your company tonight
Something in you lit up heaven in me
The feeling won't let me sleep
'Cause I'm lost in the way you move, the way you feel
One kiss is all it takes
Fallin' in love with me
Possibilities
I look like all you need
One kiss is all it takes
Fallin' in love with me
Possibilities
I look like all you need
One
One
One
One
"
3zU9rdflI65tK4dkkNSp77,Heroes (we could be),Alesso,73,0tRVSbmOwilUucqjzU0fQw,Forever,2015-05-26,Dance Pop,37i9dQZF1DWZQaaqNMbbXa,pop,dance pop,0.503,0.748,5,-4.124,1,0.0619,0.0305,0,0.343,0.356,125.896,210013,"We could hide away in daylight
We go undercover, wait out the sun
Got a secret side in plain sight
Where the streets are empty, that's where we run
Every day people do everyday things, but I
Can't be one of them
I know you hear me now, we are a different kind
We can do anything
We could be heroes
We could be heroes, me and you
We could be heroes
We could be heroes, me and you
We could be
Anybody's got the power
They don't see it 'cause they don't understand
Spinnin' round and round for hours
You and me, we got the world in our hands
Every day people do everyday things, but I
Can't be one of them
I know you hear me now, we are a different kind
We can do anything
We could be heroes
We could be heroes, me and you
We could be heroes
We could be heroes, me and you
We could be
We could be heroes
We could be heroes, me and you
We could be
All we're looking for is love and a little light
Love and a little light
We could be
All we're looking for is love and a little light
Love and a little light
We could be heroes
We could be heroes, me and you
We could be
"
12GEpg2XOPyqk03JZEZnJs,It Ain’t Me (with Selena Gomez),Kygo,69,4VNy5ifZtW3E9SgffbGEti,It Ain't Me,2017-02-17,Dance Pop,37i9dQZF1DWZQaaqNMbbXa,pop,dance pop,0.64,0.533,0,-6.596,1,0.0706,0.119,0,0.0864,0.515,99.968,220781,"It ain't me
It ain't me
It ain't me
I had a dream
We were sipping whiskey neat
Highest floor of The Bowery
Nowhere's high enough
Somewhere along the lines
We stopped seeing eye to eye
You were staying out all night
And I had enough
No, I don't wanna know
Where you've been or where you're going
But I know I won't be home
And you'll be on your own
Who's gonna walk you through the dark side of the morning?
Who's gonna rock you when the Sun won't let you sleep?
It ain't me
Na, na, in The Bowery
Na, na, and the whiskey neat
Where go, are you going?
Where go?
It ain't me!
Na, na, in The Bowery
Na, na, and the whiskey neat
Where go, are you going?
Where go?
It ain't me!
Na, na, in The Bowery
Na, na, and the whiskey neat
Where go, are you going?
Where go?
It ain't me!
Na, na, in The Bowery
Na, na, and the whiskey neat
Where go, are you going?
Where go?
It ain't me!
I had a dream
We were back to seventeen
Summer nights and the liberties
Never growing up
I'll take with me the polaroids and the memories
But you know I'm gonna leave
Behind the worst of us
Who's gonna walk you through the dark side of the morning?
Who's gonna rock you when the Sun won't let you sleep?
Who's waking up to drive you home?
When you're drunk and all alone
Who's gonna walk you through the dark side of the morning?
It ain't me
Na, na, in The Bowery
Na, na, and the whiskey neat
Where go, are you going?
Where go?
It ain't me!
Na, na, in The Bowery
Na, na, and the whiskey neat
Where go, are you going?
Where go?
It ain't me!
Na, na, in The Bowery
Na, na, and the whiskey neat
Where go, are you going?
Where go
It ain't me!
Na, na, in The Bowery
Na, na, and the whiskey neat
Where go, are you going?
Where go?
It ain't me!
It ain't me!
"
4kte3OcW800TPvOVgrLLj8,Let Me Love You (Until You Learn To Love Yourself),Ne-Yo,69,4HPdvrPf9RGfJ2hNYrODpC,R.E.D. (Deluxe Edition),2012-01-01,Dance Pop,37i9dQZF1DWZQaaqNMbbXa,pop,dance pop,0.658,0.677,5,-6.628,1,0.0393,0.248,0,0.368,0.248,124.91,251627,"Much as you blame yourself, you can't be blamed for the way that you feel
Had no example of a love that was even remotely real
How can you understand something that you never had
Ooh baby if you let me, I can help you out with all of that
Girl let me love you
And I will love you
Until you learn to love yourself
Girl let me love you
And all your trouble
Don't be afraid, girl let me help
Girl let me love you
And I will love you
Until you learn to love yourself
Girl let me love you
A heart of numbness, gets brought to life
I'll take you there
Girl let me love you
Girl let me love you baby, oh
Girl let me love you
Girl let me love you baby
Girl let me love you
Let me love you, let me love you, oh
I can see the pain behind your eyes
It's been there for quite a while
I just wanna be the one to remind you what it is to smile
I would like to show you what true love can really do
Girl let me love you
And I will love you
Until you learn to love yourself
Girl let me love you
And all your trouble
Don't be afraid, girl let me help
Girl let me love you
And I will love you
Until you learn to love yourself
Girl let me love you
A heart of numbness, gets brought to life
I'll take you there
Girl let me love you baby
Girl let me love you
Let me love you, let me love you baby
Girl let me love you
Girl let me love you baby
Girl let me love you
Let me love you, girl let me love you baby
For every heart that beats
For every heart that beats
For every heart that beats
For every heart that beats
Heart that beats
Heart that beats
Heart that beats
Heart that beats
Girl let me love you
And I will love you
Until you learn to love yourself
Girl let me love you
And all your trouble
Don't be afraid, girl let me help
Girl let me love you
And I will love you
Until you learn to love yourself
Girl let me love you
A heart of numbness, gets brought to life
I'll take you there
Girl let me love you
Let me love you baby, love you baby
Girl let me love you
Let me love you baby, love you baby
"
0lYBSQXN6rCTvUZvg9S0lU,Let Me Love You,DJ Snake,81,02sEJTj1sye1JaqxqpcSCp,Encore,2016-08-05,Dance Pop,37i9dQZF1DWZQaaqNMbbXa,pop,dance pop,0.649,0.716,8,-5.371,1,0.0349,0.0863,0.0000263,0.135,0.163,99.988,205947,"I used to believe
We were burning on the edge of something beautiful
Something beautiful
Selling a dream
Smoke and mirrors keep us waiting on a miracle
On a miracle
Say, go through the darkest of days
Heaven's a heartbreak away
Never let you go, never let me down
Oh, it's been a hell of a ride
Driving the edge of a knife
Never let you go, never let me down
Don't you give up, nah-nah-nah
I won't give up, nah-nah-nah
Let me love you
Let me love you
Don't you give up, nah-nah-nah
I won't give up, nah-nah-nah
Let me love you
Let me love you
(Oh, baby, baby)
Don't fall asleep
At the wheel, we've got a million miles ahead of us
Miles ahead of us
All that we need
Is a rude awakening to know we're good enough (yeah)
Know we're good enough
Say, go through the darkest of days
Heaven's a heartbreak away
Never let you go, never let me down
Oh, it's been a hell of a ride
Driving the edge of a knife
Never let you go, never let me down
Don't you give up, nah-nah-nah
I won't give up, nah-nah-nah
Let me love you
Let me love you
Don't you give up, nah-nah-nah
I won't give up, nah-nah-nah
Let me love you
Let me love you
(Oh, baby, baby)
Whoa
(Girl, never let you go) Wooh
Oh, nah-nah-nah-nah
(Never let you go)
Yeah, yeah (girl, never let you go)
Don't you give up, nah-nah-nah
I won't give up, nah-nah-nah
Let me love you
Let me love you
Don't you give up, nah-nah-nah
I won't give up, nah-nah-nah
Let me love you
Let me love you
"
3vv9phIu6Y1vX3jcqaGz5Z,Roses,The Chainsmokers,73,2GFflENKz28RcMoSuulPZC,Roses,2015-06-16,Dance Pop,37i9dQZF1DWZQaaqNMbbXa,pop,dance pop,0.713,0.802,4,-7.055,1,0.0561,0.0435,0.00377,0.309,0.343,100.001,226739,"Take it slow, but it's not typical
He already knows that my love is fire
His heart was a stone, but then his hands roam
I turned him to gold and it took him higher
Oh, I'll be your daydream, I'll wear your favorite things
We could be beautiful
Get drunk on the good life, I'll take you to paradise
Say you'll never let me go
Deep in my bones, I can feel you
Take me back to a time only we knew
Hideaway
We could waste the night with an old film
Smoke a little weed on the couch in the back room
Hideaway
Say you'll never let me go
Say you'll never let me go
Ah, ah, ah
Ah, ah, ah
Ah, ah, ah
Say you'll never let me go
Say you'll never let me go
Say you'll never let me go
Say you'll never let me go
Deep in my bones, I can feel you
Take me back to a time only we knew
Hideaway
We could waste the night with an old film
Smoke a little weed on the couch in the back room
Hideaway
Say you'll never let me go
Say you'll never let me go
Ah, ah, ah
Ah, ah, ah
Ah, ah, ah
Say you'll never let me go
Say you'll never let me go
Say you'll never let me go
"
2QtJA4gbwe1AcanB2p21aP,Stay The Night - Featuring Hayley Williams Of Paramore,Zedd,61,4xak0izXQHOMV9Wu1mDAAy,Clarity (Deluxe),2012,Dance Pop,37i9dQZF1DWZQaaqNMbbXa,pop,dance pop,0.596,0.738,8,-3.109,1,0.0411,0.109,0,0.0947,0.461,127.961,217347,"I know that we are upside down
So hold your tongue and hear me out
I know that we were made to break
So what? I don't mind
You kill the lights, I'll draw the blinds
Don't dull the sparkle in your eyes
I know that we were made to break
So what? I don't mind
Are you gonna stay the night?
Are you gonna stay the night?
Oh, oh, oh, oh
Are you gonna stay the night?
Are you gonna stay the night?
Doesn't mean we're bound for life
So, oh, oh, oh
Are you gonna stay the night?
Are you gonna stay the night?
Doesn't mean we're bound for life
So, oh, oh, oh
Are you gonna stay the night?
I am a fire, you're gasoline
Come pour yourself all over me
We'll let this place go down in flames
Only one more time
You kill the lights, I'll draw the blinds
Don't dull the sparkle in your eyes
I know that we were made to break
So what? I don't mind
Are you gonna stay the night?
Are you gonna stay the night?
Oh, oh, oh, oh
Are you gonna stay the night?
Are you gonna stay the night? (When we get burned)
Doesn't mean we're bound for life (we never learn)
So, oh, oh, oh
Are you gonna stay the night?
Night, night, night, night, night
Night, night, night, night, night
Night, night, night, night, night
Are you gonna stay the night?
Are you gonna stay the night?
Doesn't mean we're bound for life
So, oh, oh, oh
Are you gonna stay the night?
Are you gonna stay the night?
Are you gonna stay the night?
Oh, oh, oh, oh
Are you gonna stay the night?
"
1BltsyC5W3SAABdxyrDXwi,Latch,Disclosure,19,1ZFGRj11NnZHos8DUbbpF1,Settle,2013-01-01,Dance Pop,37i9dQZF1DWZQaaqNMbbXa,pop,dance pop,0.503,0.727,1,-5.456,1,0.167,0.0159,0.0000945,0.0895,0.521,121.985,255632,"You lift my heart up when the rest of me is down
You, you enchant me even when you're not around
If there are boundaries, I will try to knock them down
I'm latching on, babe, now I know what I have found
I feel we're close enough
Could I lock in your love?
I feel we're close enough
Could I lock in your love?
Now I've got you in my space
I won't let go of you
Got you shackled in my embrace
I'm latching on to you
I'm so encaptured, got me wrapped up in your touch
Feel so enamoured, hold me tight within your clutch
How do you do it? You got me losing every breath
What did you give me to make my heart beat out my chest?
I feel we're close enough
Could I lock in your love?
I feel we're close enough
Could I lock in your love?
Now I've got you in my space
I won't let go of you
Got you shackled in my embrace
I'm latching on to you
Now I've got you in my space
I won't let go of you
Got you shackled in my embrace
I'm latching on to you
I'm latching on to you
"
3tTYxjYYcXFqFXA0AZ1Fav,Flames,David Guetta,57,2Sq9AIsIrad2GygwB6QLPt,7,2018-09-14,Dance Pop,37i9dQZF1DWZQaaqNMbbXa,pop,dance pop,0.609,0.726,5,-4.346,0,0.0414,0.0723,0.00000845,0.0895,0.362,93.958,195000,"Oh, oh
One foot in front of the other babe
One breath leads to another yeah
Just keep moving, oh
Look within for the strength today
Listen out for the voice to say
Just keep moving, oh
Go, go, go
Figure it out, figure it out, but don't stop moving
Go, go, go
Figure it out, figure it out, you can do this
So my love, keep on running
You gotta get through today, yeah
There my love, keep on running
Gotta keep those tears at bay, oh
Oh, my love, don't stop burning
Gonna send them up in flames
In flames
Don't stop, tomorrow's another day
Don't stop, tomorrow you'll feel no pain
Just keep moving, oh
Don't stop the past'll trip you up
You know, right now's gotta be enough
Just keep moving
Go, go, go
Figure it out, figure it out, but don't stop moving
Go, go, go
Figure it out, figure it out, you can do this
So my love, keep on running
You gotta get through today, yeah
There my love, keep on running
Gotta keep those tears at bay, oh
Oh, my love, don't stop burning
Gonna send them up in flames
In flames
In flames
In flames
Go, go, go
Figure it out, figure it out, but don't stop moving
Go, go, go
Figure it out, figure it out, you can do this
So my love, keep on running
You gotta get through today, yeah
Then my love, keep on running
Gotta keep those tears at bay, oh
Oh, my love, don't stop burning
Gonna send them up in flames
In flames
"
09CtPGIpYB4BrO8qb1RGsF,Sorry,Justin Bieber,81,6Fr2rQkZ383FcMqFyT7yPr,Purpose (Deluxe),2015-11-13,Dance Pop,37i9dQZF1DWZQaaqNMbbXa,pop,dance pop,0.654,0.76,0,-3.669,0,0.045,0.0797,0,0.299,0.41,99.945,200787,"You gotta go and get angry at all of my honesty
You know I try, but I don't do too well with apologies
I hope I don't run out of time, could someone call a referee?
'Cause I just need one more shot at forgiveness
I know you know that I made those mistakes maybe once or twice
And by once or twice, I mean maybe a couple of hundred times
So let me, oh, let me redeem, oh, redeem, oh, myself tonight
'Cause I just need one more shot at second chances
Yeah, is it too late now to say sorry?
'Cause I'm missing more than just your body
Oh, is it too late now to say sorry?
Yeah, I know that I let you down
Is it too late to say I'm sorry now?
I'm sorry, yeah
Sorry, yeah
Sorry
Yeah, I know that I let you down
Is it too late to say I'm sorry now?

You might also like
Say Don’t Go (Taylor’s Version) [From The Vault]
Taylor Swift
So Long, London
Taylor Swift
The Tortured Poets Department
Taylor Swift
I'll take every single piece of the blame if you want me to
But you know that there is no innocent one in this game for two
I'll go, I'll go and then you go, you go out and spill the truth
Can we both say the words and forget this?

Yeah, is it too late now to say sorry?
'Cause I'm missing more than just your body
Oh, is it too late now to say sorry?
Yeah, I know that I let you down
Is it too late to say I'm sorry now?
I'm not just tryna get you back on me (Oh, no, no)
'Cause I'm missing more than just your body (Your body)
Oh, is it too late now to say sorry?
Yeah, I know that I let you down
Is it too late to say I'm sorry now?
I'm sorry, yeah
Sorry, oh
Sorry
Yeah, I know that I let you down (I know I let you down)
Is it too late to say I'm sorry now?
I'm sorry, yeah
Sorry, oh
Sorry
Yeah, I know that I let you down (I know I let you down)
Is it too late to say I'm sorry now?
"
0azC730Exh71aQlOt9Zj3y,This Is What You Came For,Calvin Harris,79,3pEgGUv379EDinvg1TN7Kt,This Is What You Came For,2016-04-29,Dance Pop,37i9dQZF1DWZQaaqNMbbXa,pop,dance pop,0.63,0.928,9,-2.787,0,0.0331,0.199,0.124,0.148,0.465,123.963,222160,"Baby, this is what you came for
Lightning strikes every time she moves
And everybody's watchin' her
But she's lookin' at you, ooh, ooh
You, ooh, ooh, you, ooh, ooh
You, ooh, ooh, you, ooh, ooh
You, ooh, ooh
Ooh
Baby, this is what you came for
Lightning strikes every time she moves
And everybody's watchin' her
But she's lookin' at you, ooh, ooh
You, ooh, ooh, you, ooh, ooh
You, ooh, ooh, you, ooh, ooh
You, ooh, ooh
Ooh
You, ooh, ooh, you, ooh, ooh
You, ooh, ooh, you, ooh, ooh
You, ooh, ooh, you, ooh, ooh
Ooh
We go fast with the game we play
Who knows why it's gotta be this way
We say nothin' more than we need
I say, ""Your place, "" when we leave
Baby, this is what you came for
Lightning strikes every time she moves
And everybody's watchin' her
But she's lookin' at you, ooh, ooh
You, ooh, ooh, you, ooh, ooh
You, ooh, ooh, you, ooh, ooh
You, ooh, ooh
Ooh
You, ooh, ooh, you, ooh, ooh
You, ooh, ooh, you, ooh, ooh
You, ooh, ooh, you, ooh, ooh
Ooh
Baby, this is what you came for
Lightning strikes every time she moves
Yeah
Baby, this is what you came for
Lightning strikes every time she moves
And everybody's watchin' her
But she's lookin' at you, ooh, ooh
You, ooh, ooh, you, ooh, ooh
You, ooh, ooh, you, ooh, ooh
You, ooh, ooh
Ooh
You, ooh, ooh, you, ooh, ooh
You, ooh, ooh, you, ooh, ooh
You, ooh, ooh, you, ooh, ooh
Ooh
"
4h8VwCb1MTGoLKueQ1WgbD,Wake Me Up,Avicii,84,1s9tU91VJt4sU5owi29GD3,True,2013-01-01,Dance Pop,37i9dQZF1DWZQaaqNMbbXa,pop,dance pop,0.532,0.783,2,-5.697,1,0.0523,0.0038,0.0012,0.161,0.643,124.08,247427,"Feeling my way through the darkness
Guided by a beating heart
I can't tell where the journey will end
But I know where to start
They tell me I'm too young to understand
They say I'm caught up in a dream
Well life will pass me by if I don't open up my eyes
Well that's fine by me
So wake me up when it's all over
When I'm wiser and I'm older
All this time I was finding myself, and I
Didn't know I was lost
So wake me up when it's all over
When I'm wiser and I'm older
All this time I was finding myself, and I
Didn't know I was lost
I tried carrying the weight of the world
But I only have two hands
Hope I get the chance to travel the world
But I don't have any plans
Wish that I could stay forever this young
Not afraid to close my eyes
Life's a game made for everyone
And love is a prize
So wake me up when it's all over
When I'm wiser and I'm older
All this time I was finding myself, and I
Didn't know I was lost
So wake me up when it's all over
When I'm wiser and I'm older
All this time I was finding myself, and I
I didn't know I was lost
I didn't know I was lost
I didn't know I was lost
I didn't know I was lost
I didn't know
"
0E9ZjEAyAwOXZ7wJC0PD33,In My Mind,Dynoro,84,1c79SozES9Eb3Lzf9KVaIa,In My Mind,2018-06-08,Dance Pop,37i9dQZF1DWZQaaqNMbbXa,pop,dance pop,0.694,0.77,6,-5.335,1,0.149,0.176,0.000011,0.118,0.163,125.905,184560,"In my mind, in my head,
This is where we all came from
The dreams we had, the love we shared,
This is what we're waiting for
And this is what I'm waiting for
Waiting, waiting, waiting
And this is what I'm waiting for
And this is what I'm waiting for
In my mind, in my head,
This is where we all came from
The dreams we had, the love we shared,
This is what we're waiting for
And this is what I'm waiting for
In my mind, in my head,
This is where we all came from
The dreams we had, the love we shared,
This is what we're waiting for
And this is what I'm waiting for
In my mind, in my head,
This is where we all came from
The dreams we had, the love we shared,
This is what we're waiting for
And this is what I'm waiting for"
0lHAMNU8RGiIObScrsRgmP,Titanium (feat. Sia),David Guetta,66,5aprcHwM1KJhaY9Kbxkfkn,Nothing but the Beat 2.0,2011-08-26,Dance Pop,37i9dQZF1DWZQaaqNMbbXa,pop,dance pop,0.604,0.787,0,-3.674,0,0.103,0.0679,0.15,0.127,0.301,126.062,245040,"You shout it out, but
I can't hear a word you say
I'm talking loud, not saying much
You shout it out, but
I can't hear a word you say
I'm talking loud, not saying much
I'm criticized, but all your bullets ricochet
Shoot me down, but I get up
I'm bulletproof, nothing to lose
Fire away, fire away
Ricochet, you take your aim
Fire away, fire away
You shoot me down, but I won't fall
I am titanium
You shoot me down, but I won't fall
I am titanium
Cut me down, but it's you
Who'll have further to fall
Ghost town and haunted love
Raise your voice, sticks and
Stones may break my bones
I'm talking loud, not saying much
I'm bulletproof, nothing to lose
Fire away, fire away
Ricochet, you take your aim
Fire away, fire away
You shoot me down, but I won't fall
I am titanium
You shoot me down, but I won't fall
I am titanium"
0n8ob8S72lvznoVfiwz4qL,Where Are Ü Now,Skrillex,8,6Fr2rQkZ383FcMqFyT7yPr,Purpose (Deluxe),2015-11-13,Dance Pop,37i9dQZF1DWZQaaqNMbbXa,pop,dance pop,0.432,0.74,7,-5.053,1,0.062,0.0342,0.00000659,0.14,0.193,139.42,242520,"Where are you now that I need you?
Where are you now that I need you?
Need you the most
When you broke down, I didn't leave you
I stayed by your side
So where are you now that I need you?
Need you the most
I gave you attention when nobody else was paying
I gave you the shirt off my back, what you saying?
To keep you warm
I showed you the game everybody else was playing
That's for sure
And I was on my knees when nobody else was praying
Oh lord
Where are you now that I need you?
Where are you now that I need you?
Need you the most
When you broke down, I didn't leave you
I stayed by your side
So where are you now that I need you?
Need you the most
I gave you my heart when you said yours was broken
Yes I did
I gave you the key when the door wasn't open
Just admit it
See I gave you faith, turned your doubt into hoping
Can't deny it
Now I'm all alone and my joys turn to moping
Tell me
Where are you now that I need you?
Where are you now?
Where are you now that I need you?
Couldn't find you anywhere
When you broke down, I didn't leave you
I was by your side
So where are you now that I need you?
I need you the most"
4r6eNCsrZnQWJzzvFh4nlg,Firework,Katy Perry,64,2eQMC9nJE3f3hCNKlYYHL1,Teenage Dream,2010-01-01,Dance Pop,37i9dQZF1DWZQaaqNMbbXa,pop,dance pop,0.638,0.832,8,-5.039,1,0.049,0.141,0,0.113,0.648,124.071,227893,"Do you ever feel like a plastic bag
Drifting through the wind, wanting to start again?
Do you ever feel, feel so paper thin
Like a house of cards, one blow from cavin' in?
Do you ever feel already buried deep?
Six feet under screams, but no one seems to hear a thing
Do you know that there's still a chance for you?
'Cause there's a spark in you
You just gotta ignite the light
And let it shine
Just own the night
Like the Fourth of July
'Cause baby, you're a firework
Come on, show 'em what you're worth
Make 'em go, ""Oh, oh, oh""
As you shoot across the sky
Baby, you're a firework
Come on, let your colors burst
Make 'em go, ""Oh, oh, oh""
You're gonna leave 'em all in awe, awe, awe
You don't have to feel like a waste of space
You're original, cannot be replaced
If you only knew what the future holds
After a hurricane comes a rainbow
Maybe a reason why all the doors are closed
So you could open one that leads you to the perfect road
Like a lightning bolt, your heart will glow
And when it's time, you'll know
You just gotta ignite the light
And let it shine
Just own the night
Like the Fourth of July
'Cause baby, you're a firework
Come on, show 'em what you're worth
Make 'em go, ""Oh, oh, oh""
As you shoot across the sky
Baby, you're a firework
Come on, let your colors burst
Make 'em go, ""Oh, oh, oh""
You're gonna leave 'em all in awe, awe, awe
Boom, boom, boom
Even brighter than the moon, moon, moon
It's always been inside of you, you, you
And now it's time to let it through
'Cause baby, you're a firework
Come on, show 'em what you're worth
Make 'em go, ""Oh, oh, oh""
As you shoot across the sky
Baby, you're a firework
Come on, let your colors burst
Make 'em go, ""Oh, oh, oh""
You're gonna leave 'em all in awe, awe, awe
Boom, boom, boom
Even brighter than the moon, moon, moon
Boom, boom, boom
Even brighter than the moon, moon, moon"
